global_plotid,projectid,nftid,latitude,longitude,offsets,emitted,ingress,soi_text,uuid
13780,Avatime_phase1,2058,6.85212,0.4797,6.345352173,2.333812952,8.679164886,None,f2a31fa4-ceb7-4580-b2df-e027b6b7be9d
13781,Avatime_phase1,16327,6.85302,0.4797,6.330352783,2.322361708,8.652714729,None,33b6783c-3280-4e65-841a-70c39b18a068
13782,Avatime_phase1,3992,6.85392,0.4797,6.12479496,2.300332069,8.425127029,None,f535b2ab-eebf-4898-be2c-058ebf7bc4f7
13783,Avatime_phase1,1094,6.85482,0.4797,6.079195499,2.298438549,8.377634048,None,dfe37117-39e9-421a-92bf-adf539deb88c
13784,Avatime_phase1,14127,6.85572,0.4797,6.079052925,2.298410654,8.377463341,None,31fbebce-23e5-46e9-a9cd-0adfb5297c43
13785,Avatime_phase1,3830,6.85841,0.4797,6.080421448,2.303191185,8.383612633,None,b4ed2bba-1a91-4ddf-845f-cad5767f04a5
13786,Avatime_phase1,17571,6.85931,0.4797,6.139955997,2.505048275,8.645004272,None,081d8690-71b3-45b7-b216-eb5483f84288
13787,Avatime_phase1,2332,6.86021,0.4797,6.132124424,2.460177898,8.592302322,None,81488d9a-24d2-4314-a229-3970752cf6da
13788,Avatime_phase1,5366,6.86111,0.4797,6.08220768,2.31099987,8.39320755,None,ed5ca161-bf63-483e-913e-c3500f3afb74
13789,Avatime_phase1,9629,6.862,0.4797,6.079063416,2.298523664,8.377587318,None,33a64d3d-d3b3-4c49-b009-315f7c58a54f
13790,Avatime_phase1,7710,6.8638,0.4797,6.080459595,2.298933744,8.379393578,None,f2532f01-f5c8-47f2-abd0-99a8fab881c3
13791,Avatime_phase1,3641,6.8647,0.4797,6.183119774,2.3370502,8.520170212,None,15e90589-30b2-4b65-9b42-2194bab2cb20
13792,Avatime_phase1,7968,6.8656,0.4797,6.70651722,2.539244652,9.245761871,None,5ac8d8d7-4499-4a35-b8db-532e761c61a1
13793,Avatime_phase1,3685,6.8665,0.4797,7.612702847,2.963875294,10.57657814,None,dfd3f388-1def-4ff9-b4a6-ffb5def0cde4
13794,Avatime_phase1,17135,6.86739,0.4797,7.163282394,2.742918015,9.906200409,None,30d6ac20-265e-4ea5-8386-a33f575f83e2
13795,Avatime_phase1,16698,6.86829,0.4797,6.090812206,2.303050518,8.393862724,None,ff69742e-5b9f-4d50-a9e3-5b80dad89b9a
13796,Avatime_phase1,15933,6.87009,0.4797,6.079304695,2.298440695,8.377745628,None,ea29add5-b548-40cb-848c-edbfd24ec187
13797,Avatime_phase1,7532,6.87099,0.4797,6.09828949,2.30158639,8.399875641,None,b108ed7e-332b-4acf-aa7b-f0589fdaeee4
13798,Avatime_phase1,805,6.87189,0.4797,6.376547337,2.468345165,8.844892502,None,45c7f8fd-e0f9-4d4a-a759-f814ff4026d4
13799,Avatime_phase1,11726,6.87278,0.4797,7.271924973,3.190954447,10.46287918,None,5e982adf-9a22-48e6-96bb-7a440188d838
13800,Avatime_phase1,6363,6.87368,0.4797,6.301094055,2.467567682,8.768661499,None,92767b44-a63b-450d-8ab7-4e09deb5ed48
13801,Avatime_phase1,19433,6.87907,0.4797,6.099477768,2.351728439,8.451206207,None,6d3b6f72-5fcd-4bb9-bb5b-eef82e04cc6b
13802,Avatime_phase1,10541,6.88356,0.4797,6.079105377,2.298439264,8.377544403,None,795aacf0-6821-4e5a-9c0c-571a0b30bbc7
13803,Avatime_phase1,9712,6.88446,0.4797,6.080900192,2.298410654,8.379310608,None,ff9643f6-73f1-4662-ad11-3632a41b0d7e
13804,Avatime_phase1,5470,6.88536,0.4797,6.080900192,2.298410416,8.379310608,None,9fcecc66-eff3-4bbe-80d4-dd6ef03ef974
13805,Avatime_phase1,15773,6.88626,0.4797,6.079065323,2.298410416,8.377475739,None,2a652060-43b9-41d2-9268-b0cb0802751d
13806,Avatime_phase1,6824,6.88716,0.4797,6.079238892,2.298518419,8.377757072,None,386b7d69-4eab-4285-80c9-4a60e9b319dd
13807,Avatime_phase1,10083,6.88805,0.4797,6.196241379,2.388304949,8.584546089,None,62bae574-14d3-4fbd-9d36-2ecbca4effae
13808,Avatime_phase1,1167,6.88895,0.4797,6.736400127,2.979588985,9.715989113,None,5d0e02d2-3515-4a33-af9a-2874b793cac0
13809,Avatime_phase1,10428,6.88985,0.4797,6.22268486,2.752162933,8.974847794,None,0bd97cfe-f827-4579-a7b2-357a502681e4
13810,Avatime_phase1,15653,6.89704,0.4797,6.079118729,2.298523188,8.377641678,None,8fabfa3b-2a12-49ff-97a5-393b41d6e35f
13811,Avatime_phase1,6956,6.89794,0.4797,6.079158783,2.298589945,8.377748489,None,10f12125-829a-4004-bbcb-8b98f18ee071
13812,Avatime_phase1,7139,6.89883,0.4797,6.079054356,2.298414707,8.377469063,None,234d0b8f-7827-4690-9daf-a51d0ee34a23
13813,Avatime_phase1,17152,6.90422,0.4797,6.101598263,2.314881802,8.416480064,None,37cb79ec-865f-4f0e-825b-e55be740e360
13814,Avatime_phase1,9157,6.90512,0.4797,7.545211792,3.563495398,11.10870743,None,48e91118-efe8-4d11-b5d9-775decd598d5
13815,Avatime_phase1,13617,6.90602,0.4797,7.853842258,4.355530262,12.20937252,None,af63eff5-447f-4652-ac91-7c1a8b0a48d5
13816,Avatime_phase1,10256,6.90692,0.4797,6.28548336,2.547949076,8.833432198,None,a8084467-3e38-428c-b65e-e3d07771eaf3
13817,Avatime_phase1,17612,6.90782,0.4797,6.079313278,2.298700094,8.378013611,None,682f15f8-5532-4b04-a2d3-13421e7183e3
13818,Avatime_phase1,4186,6.915,0.4797,6.079366684,2.298467398,8.37783432,None,9f9454f5-662c-43e7-9617-e7cef7cae3ba
13819,Avatime_phase1,2926,6.9159,0.4797,6.160176277,2.312810898,8.472987175,None,135e4604-acbf-4fe6-980e-ee48e2b403c4
13820,Avatime_phase1,1673,6.9168,0.4797,8.20438385,2.684482098,10.88886642,None,45e9593e-40b1-4f6a-859f-dbd867d5e4a5
13821,Avatime_phase1,3576,6.9177,0.4797,7.897177696,2.660027504,10.5572052,None,d6ae64f7-88bb-47d4-843f-a8074b8ae590
13822,Avatime_phase1,171,6.9186,0.4797,6.272364616,2.365422487,8.637786865,None,5f64197e-1a8b-46db-ad4a-c022f2857e99
13823,Avatime_phase1,6332,6.9195,0.4797,6.128912926,2.321002722,8.449915886,None,6ad97c26-fd4e-4aa2-b42f-0032b4fead07
13824,Avatime_phase1,17786,6.92578,0.4797,6.132819176,2.588684797,8.721504211,None,05b73373-e937-423b-b6b0-6923cb8bc3f6
13825,Avatime_phase1,2698,6.92668,0.4797,6.127466202,3.193617821,9.321084023,None,12377349-c474-474e-8233-3c8beb133900
13826,Avatime_phase1,10562,6.93656,0.4797,6.19376421,2.308080196,8.501844406,None,f3bb000e-5237-4083-b22d-865e1f9e369f
13827,Avatime_phase1,14524,6.93746,0.4797,6.912495136,2.330927372,9.243422508,None,9d666f86-4e73-425e-96f4-a7769dc3d021
13828,Avatime_phase1,15325,6.93836,0.4797,8.132447243,2.43851757,10.57096481,None,318f3ace-7b6d-4088-9493-8a600560ffd3
13829,Avatime_phase1,4062,6.77846,0.48061,6.929362774,3.214622021,10.14398479,None,62dd6e67-92c7-4c90-ad19-d2972b990e32
13830,Avatime_phase1,10121,6.78385,0.48061,6.08453083,2.237672091,8.322202682,None,68de401d-32d7-4d98-9ace-d8da53949e22
13831,Avatime_phase1,19065,6.78475,0.48061,6.934570313,2.583091497,9.517662048,None,b9664645-e74c-4185-aa0f-13d247bd705e
13832,Avatime_phase1,8733,6.78565,0.48061,6.382244587,2.456919193,8.83916378,None,be0b5d2d-b100-482a-a5c9-919bcfd1a26d
13833,Avatime_phase1,3174,6.78744,0.48061,6.250735283,2.657328367,8.908063889,None,40e3a6ce-a794-4777-883b-3d6f1a860d36
13834,Avatime_phase1,5870,6.78834,0.48061,6.118718147,2.34776783,8.466485977,None,ae10a93d-1a49-4deb-a376-056f9b764d68
13835,Avatime_phase1,11868,6.79822,0.48061,6.092926979,2.296979904,8.389906883,None,ea72183f-4e92-4464-b9fc-dd1618e46d51
13836,Avatime_phase1,17347,6.79912,0.48061,8.500932693,2.531764984,11.03269768,None,0124482d-21f0-412f-a698-1a55e09393ba
13837,Avatime_phase1,9769,6.80002,0.48061,8.92714119,2.209248543,11.13638973,None,6ddcc2b7-87e3-4f91-a761-38f83ae2d65c
13838,Avatime_phase1,10244,6.80092,0.48061,6.255996227,2.121954441,8.377950668,None,73c6d6d0-4239-4dd0-b2fa-c5bdbbd0b296
13839,Avatime_phase1,11320,6.80182,0.48061,8.891347885,2.344747543,11.23609543,None,e0a1dc11-9a9b-41db-8614-ae12618ea77c
13840,Avatime_phase1,15939,6.80271,0.48061,7.138936043,2.39019084,9.529127121,None,de2c962a-f395-435d-b33d-7cbe248c03b5
13841,Avatime_phase1,2385,6.80361,0.48061,6.384287357,2.360477924,8.744765282,None,fdb28160-fce7-4784-aaed-4bd9adb43b51
13842,Avatime_phase1,6811,6.80451,0.48061,6.594219685,2.402999401,8.997219086,None,a79a3148-9058-47eb-a8e1-412fa6b7ddf9
13843,Avatime_phase1,11017,6.80541,0.48061,6.751109123,2.558338165,9.309447289,None,312abdc5-0094-45a4-b931-0467c21233dd
13844,Avatime_phase1,15855,6.81439,0.48061,6.111341,2.055787563,8.167128563,None,023a7cab-a2bd-4cbc-a8eb-a8cd93f99494
13845,Avatime_phase1,12334,6.81529,0.48061,7.913549423,2.251931906,10.16548157,None,733f5d21-e245-49aa-b614-bcd4e5ce0063
13846,Avatime_phase1,6320,6.81619,0.48061,7.706232071,2.565755606,10.27198792,None,a2b98522-d37b-4cd2-b317-f6bd5004d87a
13847,Avatime_phase1,13685,6.81709,0.48061,12.79671764,2.660802841,15.45752048,None,5fec765a-4a42-45f9-91d2-30ea02df1406
13848,Avatime_phase1,16476,6.81799,0.48061,10.33278179,2.167332649,12.50011444,None,68d70fa6-a329-4f7c-b4b0-7f6099c54338
13849,Avatime_phase1,13183,6.81888,0.48061,8.550298691,2.241921902,10.79222107,None,9bec3268-ceb5-42f4-be0f-698881a3b177
13850,Avatime_phase1,3440,6.81978,0.48061,7.735685349,2.347142935,10.08282852,None,3b468d4e-a90e-4cb0-acec-4d6db9396cdd
13851,Avatime_phase1,326,6.82068,0.48061,7.380742073,2.454720497,9.83546257,None,0e4abee8-5209-4036-8d2e-0efe5bc743a1
13852,Avatime_phase1,12164,6.82158,0.48061,7.769926071,3.192208529,10.96213436,None,b16cb187-4733-4aae-87e1-0435dd682ef0
13853,Avatime_phase1,3071,6.82248,0.48061,7.639611721,2.929766178,10.5693779,None,78354841-a915-4130-ab6d-8912c85af561
13854,Avatime_phase1,8618,6.82338,0.48061,7.02603054,2.702664614,9.728694916,None,81da27d0-ceba-4521-8cb4-d9cfcef8af69
13855,Avatime_phase1,2099,6.82427,0.48061,7.371133327,2.798985958,10.17011929,None,92af6b91-67c1-47b7-a5f3-938141c979a0
13856,Avatime_phase1,14608,6.83236,0.48061,6.303442001,3.313384056,9.616826057,None,ef464666-6cfe-4343-8beb-bd679ab4d9d3
13857,Avatime_phase1,6282,6.83326,0.48061,6.192110538,3.861662388,10.05377293,None,602c0d23-e842-46b1-adab-2eebdcce86ed
13858,Avatime_phase1,4228,6.83416,0.48061,6.580264568,5.080458164,11.66072273,None,742af4cd-51a4-432f-8c54-c1d530749055
13859,Avatime_phase1,13795,6.83685,0.48061,6.44370842,1.957785845,8.401494026,None,430696d9-d640-4e68-b151-6155a612bdf7
13860,Avatime_phase1,6670,6.83775,0.48061,10.05017757,2.128222704,12.17840004,None,11536eb8-673a-4fb9-ac01-b775e925ee97
13861,Avatime_phase1,10549,6.83865,0.48061,8.274722099,2.325368643,10.60009098,None,5e0d6f6c-ef68-4afc-b683-c03d9476b1c9
13862,Avatime_phase1,7559,6.83955,0.48061,6.25484848,2.291309118,8.546157837,None,9492e09b-ecfe-4f60-b584-5095051ee169
13863,Avatime_phase1,15422,6.84044,0.48061,7.147569656,2.399842978,9.547412872,None,4f856245-c0c7-4a1a-b312-407a5666baa7
13864,Avatime_phase1,2534,6.84134,0.48061,9.266836166,2.34041667,11.60725307,None,c6471a59-6420-4a52-9cd8-8836ad8d2b25
13865,Avatime_phase1,12726,6.84224,0.48061,8.273394585,2.500846863,10.77424145,None,cdfdb783-b36e-4195-babe-769bf99efa58
13866,Avatime_phase1,5717,6.84314,0.48061,10.01842022,2.474593163,12.49301338,None,e9bea58b-36ca-408a-9f4e-04d6c1123a22
13867,Avatime_phase1,2364,6.84404,0.48061,6.468812466,2.419881344,8.88869381,None,b0f87b8f-f6cd-4952-8fe1-21e94e44bd4a
13868,Avatime_phase1,11076,6.84494,0.48061,6.746471405,2.579319715,9.325791359,None,5a7e5f14-5a0c-498a-a0ca-ad5a07cb046f
13869,Avatime_phase1,16503,6.84583,0.48061,7.677580357,2.76627779,10.44385815,None,4ebd6d6f-0571-4b4d-bdeb-812c04cea1b4
13870,Avatime_phase1,5104,6.84673,0.48061,7.09211731,3.042020798,10.13413811,None,15978682-5bc5-4897-9e1b-09be38f41e6e
13871,Avatime_phase1,13386,6.84763,0.48061,6.158455849,2.417067289,8.575523376,None,3df48cce-ddda-4931-9e96-1a9eacc189bc
13872,Avatime_phase1,12471,6.84853,0.48061,6.496946812,2.263334751,8.760281563,None,c51d3613-ae33-41b1-875e-1510b6c16939
13873,Avatime_phase1,2207,6.84943,0.48061,8.185973167,2.357548714,10.54352188,None,722fc3d7-006b-40a6-b7ba-edd76fa40458
13874,Avatime_phase1,4774,6.85033,0.48061,6.968603134,2.480383158,9.448986053,None,b573a1ea-5064-4e9c-9739-d141397f5226
13875,Avatime_phase1,19264,6.85122,0.48061,8.201055527,2.56825304,10.76930904,None,51d3ad3a-d48e-484c-be20-dc27ece0d55f
13876,Avatime_phase1,19377,6.85212,0.48061,7.062228203,2.274440527,9.336668968,None,2720886a-08ef-4bd7-bdf7-8f441740b702
13877,Avatime_phase1,9558,6.85302,0.48061,6.159413338,2.315110207,8.474523544,None,a5fa3cc0-e9d5-4825-ac89-bcb9e9406892
13878,Avatime_phase1,16878,6.85392,0.48061,6.321520329,2.38287878,8.704399109,None,fef3d3b5-1a07-482a-bee1-9f01547b48d6
13879,Avatime_phase1,13221,6.85482,0.48061,6.117500305,2.314270258,8.431770325,None,202adbf9-1e6f-476b-9e7b-8aa05ef0c842
13880,Avatime_phase1,12042,6.85572,0.48061,6.079540253,2.298622131,8.378162384,None,7935e635-33ed-4d56-8aa4-f98c757adb10
13881,Avatime_phase1,5394,6.85841,0.48061,6.079614639,2.299495935,8.379110336,None,c4232334-7aac-42be-a44d-8c9acf044307
13882,Avatime_phase1,15082,6.85931,0.48061,6.152489662,2.453355551,8.605845451,None,f2f90f29-e3be-4139-aac0-cedd5a5b3064
13883,Avatime_phase1,7918,6.86021,0.48061,6.168358803,2.652040243,8.820399284,None,df1864ae-dceb-452f-84e6-8a707f9c8301
13884,Avatime_phase1,11191,6.86111,0.48061,6.080956459,2.415106773,8.496063232,None,03c7aac2-c155-49fe-9de5-8f121c50be68
13885,Avatime_phase1,7330,6.862,0.48061,6.08280468,2.324333906,8.407138824,None,f0ac79bd-10a3-43ce-8821-258da3379ff0
13886,Avatime_phase1,9619,6.8629,0.48061,6.079156876,2.298954248,8.378110886,None,99163ccb-4ffc-45e0-8c7a-bb60c579c229
13887,Avatime_phase1,8511,6.8638,0.48061,6.082855225,2.299345016,8.382200241,None,74516851-26fd-4531-8927-5bff38dd0581
13888,Avatime_phase1,4357,6.8647,0.48061,6.271071434,2.363575697,8.634647369,None,49c99427-84a5-406d-817b-37f0e30c84f0
13889,Avatime_phase1,13818,6.8656,0.48061,6.875321865,2.601770878,9.477092743,None,dc9d58fe-781a-46a0-b57f-89d8611f4de6
13890,Avatime_phase1,15126,6.8665,0.48061,6.703792572,2.579852343,9.283644676,None,e8c3b20b-e912-4726-8e49-c7051ae7e0c3
13891,Avatime_phase1,10034,6.86739,0.48061,6.454754829,2.454373121,8.909128189,None,9808f688-3720-420a-8189-42fdaa6964d3
13892,Avatime_phase1,1509,6.86829,0.48061,6.085633278,2.30128479,8.386918068,None,e021e3c1-0931-441c-afd7-05eb654947f0
13893,Avatime_phase1,13544,6.86919,0.48061,6.090240955,2.304049015,8.39428997,None,19d657f8-bbb5-4f94-8abf-cc494e87bde8
13894,Avatime_phase1,6343,6.87009,0.48061,6.08667469,2.301403046,8.388077736,None,f10fdeec-1391-4dc8-8f84-528dccac2b9e
13895,Avatime_phase1,4094,6.87099,0.48061,6.462091923,2.430353642,8.892445564,None,748af754-b13b-4b4d-add8-c9a14c946524
13896,Avatime_phase1,3300,6.87189,0.48061,8.220099449,3.138500929,11.35860062,None,8999ffd2-2586-43ef-9d2e-a7190ff2cd23
13897,Avatime_phase1,17880,6.87278,0.48061,6.524617672,2.630512714,9.155130386,None,65ee4e5f-5b93-401f-ab51-99ff597e2bf7
13898,Avatime_phase1,18763,6.87368,0.48061,6.138834,2.364443541,8.503277779,None,3a660335-8b3c-4f5f-90e9-fce2e0228e27
13899,Avatime_phase1,12286,6.87907,0.48061,6.088433266,2.332971811,8.421404839,None,329b3d32-19a3-4fb0-b16b-b27f153b6df9
13900,Avatime_phase1,9477,6.88177,0.48061,6.08508873,2.348880529,8.433969498,None,50cd6e7f-201e-450c-9b24-ecc114726027
13901,Avatime_phase1,4457,6.88266,0.48061,6.079184532,2.29855895,8.377743721,None,7b69d4f8-71e2-4bcf-9798-50accd12fee9
13902,Avatime_phase1,19452,6.88356,0.48061,6.088602066,2.298410416,8.387012482,None,601628ce-f609-4761-bad3-3af99bca3625
13903,Avatime_phase1,2920,6.88446,0.48061,6.333795547,2.298410416,8.632205963,None,5e1a7c8f-4569-4659-854b-d81276d78ce1
13904,Avatime_phase1,3738,6.88536,0.48061,6.441828728,2.298410416,8.740239143,None,c33248a6-5744-43c0-aa6d-7fa4c69f395f
13905,Avatime_phase1,9826,6.88626,0.48061,6.094382286,2.298410416,8.392792702,None,a2fcdd55-f39a-4d2c-b178-b7a8b27983a0
13906,Avatime_phase1,19327,6.88716,0.48061,6.079885006,2.298945904,8.37883091,None,102f651d-4615-4781-afeb-4fa01d88b0b9
13907,Avatime_phase1,16076,6.88805,0.48061,6.508784294,2.680098534,9.188882828,None,1cbf8fc6-33ef-4af9-8e4b-4863144a2aa0
13908,Avatime_phase1,9447,6.88895,0.48061,8.355653763,4.58056879,12.93622303,None,248432c4-022a-4c96-a6ab-6053a9f7b0b2
13909,Avatime_phase1,19354,6.88985,0.48061,6.649862289,2.876782179,9.526644707,None,e7a2bbd8-05b5-4d12-b434-2534ff227cad
13910,Avatime_phase1,17964,6.89075,0.48061,6.229138374,2.433596849,8.662734985,None,b5a92b5f-5f0d-48c8-90c3-7748b9a0a48a
13911,Avatime_phase1,3781,6.89614,0.48061,6.079264641,2.298768282,8.378032684,None,732ee641-ece0-4960-8df7-bbe735f9fce9
13912,Avatime_phase1,15125,6.89704,0.48061,6.109178543,2.34927845,8.458456993,None,0f5f1e31-2b5c-46da-b6e9-7519fe9ee608
13913,Avatime_phase1,17109,6.89794,0.48061,6.126998901,2.379368544,8.506367683,None,e838382d-cd73-4f9e-bfde-0da3d7bc4f1d
13914,Avatime_phase1,12268,6.89883,0.48061,6.07991457,2.300262928,8.380177498,None,e7e0349c-5b0c-4516-afbc-b1e5470fe045
13915,Avatime_phase1,3,6.90333,0.48061,6.079891205,2.300259352,8.380150795,None,a1bf6cd9-f1c1-4221-a88a-f8ee85eabc06
13916,Avatime_phase1,19389,6.90422,0.48061,6.101840973,2.34702611,8.448866844,None,2f39d89f-9b7e-4ac9-9f8e-1c667af1c17f
13917,Avatime_phase1,9362,6.90512,0.48061,6.166890144,2.403790236,8.570680618,None,75dd8d5a-01f9-4b36-b6ff-44487f7b32ce
13918,Avatime_phase1,7819,6.90602,0.48061,6.14370203,2.37420702,8.51790905,None,7ec422a1-5fa5-4849-ba59-0edf9839ec2f
13919,Avatime_phase1,9472,6.90692,0.48061,6.084438801,2.305464268,8.389903069,None,21b7b719-6565-4cee-9835-10618b5707ff
13920,Avatime_phase1,4362,6.90782,0.48061,6.079055786,2.298415184,8.37747097,None,50209632-aa83-486d-bdc4-3877780ae4c7
13921,Avatime_phase1,10131,6.915,0.48061,6.079638958,2.298655987,8.378294945,None,a90c4c8e-ac1a-4378-9eb0-c5068477ae35
13922,Avatime_phase1,16145,6.9159,0.48061,6.215673923,2.355650425,8.571324348,None,1eabe109-4348-47ec-9f78-f91bce7ff053
13923,Avatime_phase1,15893,6.9168,0.48061,9.428448677,3.633477926,13.06192684,None,a53ba340-a901-44fa-93d1-bfd6f5f4a161
13924,Avatime_phase1,10809,6.9177,0.48061,9.826944351,3.495959044,13.32290363,None,593d7fca-615e-4d35-af31-ec0ac8c9548c
13925,Avatime_phase1,16587,6.9186,0.48061,10.26172447,3.585496902,13.84722137,None,3ed16236-7dad-42e2-812a-5f109c6cad56
13926,Avatime_phase1,9545,6.9195,0.48061,7.443662643,2.714352369,10.15801525,None,63016061-ee94-4d3c-8057-afd4d3f54040
13927,Avatime_phase1,831,6.92039,0.48061,6.082707405,2.302426577,8.385133743,None,007d984f-9040-4636-bc6c-bb9047ae2a1e
13928,Avatime_phase1,16282,6.92578,0.48061,6.079154015,2.300718069,8.379872322,None,17e43ebc-c1da-4710-a729-3900f9162ba4
13929,Avatime_phase1,12935,6.92938,0.48061,6.152584076,2.401741743,8.554326057,None,d914f920-e7ac-4063-8ef3-8e280381b0ee
13930,Avatime_phase1,10234,6.93746,0.48061,6.238661766,2.300470114,8.539132118,None,69a841ba-0522-4ad1-9922-ee9074ec392d
13931,Avatime_phase1,1249,6.93836,0.48061,8.903241158,2.685588121,11.58882904,None,27b1698e-61c8-476e-8880-8c43b76f0584
13932,Avatime_phase1,5650,6.94465,0.48061,6.234572411,2.256491899,8.491064072,None,8aa124b3-39a7-45e3-a212-3a1ba84e117c
13933,Avatime_phase1,7151,6.95902,0.48061,6.184290409,2.321278095,8.505568504,None,3acb6c3b-0ace-478e-b68f-52e7d016f8cf
13934,Avatime_phase1,15672,6.95992,0.48061,6.869951725,2.518912792,9.388864517,None,53dba213-52a7-46e4-bab2-c9c2a9290da7
13935,Avatime_phase1,6156,6.96082,0.48061,6.231092453,2.35934329,8.590435982,None,aad55852-d991-42fc-a9c8-174f430c5467
13936,Avatime_phase1,4480,6.77936,0.48151,7.707707882,2.088740826,9.796448708,None,fddeb749-0680-41b2-9316-810494bbf16e
13937,Avatime_phase1,10765,6.78655,0.48151,6.393326759,2.297422647,8.690749168,None,7e5a2f6c-54b2-43a5-bb95-ba4ac77332ec
13938,Avatime_phase1,9064,6.79014,0.48151,7.669623852,2.131706715,9.801330566,None,c875b920-d536-4f2d-95dd-408cdf6326d6
13939,Avatime_phase1,13822,6.79104,0.48151,9.598470688,2.282825947,11.88129616,None,623f8437-d522-4da2-8ca4-26a0050ae379
13940,Avatime_phase1,575,6.79194,0.48151,6.873877048,2.267286777,9.141163826,None,e0056ae1-d148-45d2-9283-de097e10100f
13941,Avatime_phase1,7375,6.79283,0.48151,6.19204998,2.292206049,8.484255791,None,13ee33af-6368-40ce-898d-2849fc6304aa
13942,Avatime_phase1,758,6.79912,0.48151,6.569695473,2.313042402,8.882738113,None,b971d1a2-3b4f-4be1-b62a-2960558915f9
13943,Avatime_phase1,8494,6.80002,0.48151,6.537205219,2.283140659,8.820345879,None,eaa6c15a-48b2-48a7-8029-533f701f699a
13944,Avatime_phase1,6041,6.80092,0.48151,6.156820297,2.291419744,8.44824028,None,9f8e8189-45b9-42f1-84c9-dcca0f14cbdf
13945,Avatime_phase1,15185,6.80182,0.48151,7.064147949,2.421339989,9.485487938,None,fc757a1a-ce89-46ef-bd1d-fd8468d81157
13946,Avatime_phase1,9425,6.80271,0.48151,6.681117058,2.398846865,9.079963684,None,fe460c82-68f8-404d-9395-6a4eed9d2c82
13947,Avatime_phase1,8465,6.80361,0.48151,6.184426785,2.304424763,8.488851547,None,4149d245-1be4-4383-aef3-7f613bd67712
13948,Avatime_phase1,4333,6.80451,0.48151,6.34735775,2.341107368,8.688465118,None,3ebce7ae-86f7-4489-b509-d21600fe5084
13949,Avatime_phase1,5454,6.80541,0.48151,6.553312302,2.436182261,8.989494324,None,0c1a990c-ef71-4b2a-80ac-d46d60df1393
13950,Avatime_phase1,18595,6.81439,0.48151,8.841651917,2.449065685,11.29071712,None,76661de1-8e47-4ef3-8b13-4dcddd3cb217
13951,Avatime_phase1,2483,6.81529,0.48151,8.133049965,2.404165506,10.53721523,None,8b71be22-a1a1-47ae-af0d-7316190353bf
13952,Avatime_phase1,18923,6.81709,0.48151,8.861684799,2.351708412,11.21339321,None,312f38fc-f953-4b17-ace9-4ee612f0310d
13953,Avatime_phase1,3285,6.81799,0.48151,9.143192291,2.272222757,11.41541481,None,5bde3390-410e-4464-9598-a95500c2c800
13954,Avatime_phase1,11990,6.81888,0.48151,12.64580822,2.948264837,15.5940733,None,77908fe0-04ee-41ca-a0b9-9cff52d49acd
13955,Avatime_phase1,9311,6.81978,0.48151,11.17461586,3.166645527,14.34126186,None,a2bbd1e7-e1be-4c02-bf95-298ff57a32c0
13956,Avatime_phase1,4497,6.82068,0.48151,9.453926086,2.57244873,12.02637482,None,cd520143-707f-4b58-a6a3-0f77257da2bf
13957,Avatime_phase1,9048,6.82158,0.48151,9.150353432,3.115364313,12.26571751,None,7932dcdb-5778-4156-bac6-be1863606567
13958,Avatime_phase1,12293,6.82248,0.48151,7.783193588,3.926921606,11.71011543,None,cd49dcde-0b88-4f7a-bcd1-6205652e1f27
13959,Avatime_phase1,15859,6.82338,0.48151,6.850466251,2.953900814,9.804367065,None,a8d8ffae-22c2-415c-b265-486b05ab7f58
13960,Avatime_phase1,15783,6.82427,0.48151,7.513716698,3.112020731,10.62573719,None,d3dae290-d6d9-45c1-8150-af4c13b12fc8
13961,Avatime_phase1,6010,6.82517,0.48151,6.13198185,2.117094994,8.249076843,None,d75ead57-2603-4b7e-9e1e-80d5c3ceb243
13962,Avatime_phase1,1807,6.83685,0.48151,7.46338892,2.201519489,9.664908409,None,3e4118fd-e641-4d47-93de-9a31ac46e34a
13963,Avatime_phase1,7604,6.83775,0.48151,14.86242676,2.26219511,17.12462234,None,fbde0912-4743-4716-a865-789248b6944b
13964,Avatime_phase1,14229,6.83865,0.48151,13.0316143,2.297904968,15.32951927,None,743d2aff-a8db-4f9d-88c6-ea3c3c2617b2
13965,Avatime_phase1,374,6.84134,0.48151,7.855623245,2.418163538,10.27378654,None,6c8c60a1-c018-46fe-8e46-379c1ee37172
13966,Avatime_phase1,9023,6.84224,0.48151,8.081148148,3.442178965,11.52332687,None,9bd3f025-712e-4f6b-a407-c5d1e9d1f2ba
13967,Avatime_phase1,14196,6.84314,0.48151,9.502056122,3.273731232,12.77578735,None,128e8fd9-f481-4e99-8e9b-1d5db6833e3b
13968,Avatime_phase1,273,6.84404,0.48151,6.645320892,3.012544632,9.657865524,None,3ab0b31e-2c4f-4791-9167-a09b066671e2
13969,Avatime_phase1,14659,6.84494,0.48151,6.980174065,2.710799932,9.690974236,None,0ae88edb-b115-4dc9-aa8c-58bf28deeeea
13970,Avatime_phase1,12947,6.84583,0.48151,6.986323833,2.639705181,9.626029015,None,910abe20-b9af-416e-ab67-4e2db8a07b5f
13971,Avatime_phase1,1512,6.84673,0.48151,6.200582981,2.34201479,8.542597771,None,9abc7850-397b-44f4-9bf0-607d31d108fe
13972,Avatime_phase1,5371,6.84763,0.48151,6.104053497,2.321470499,8.425523758,None,d871560e-2067-4fe6-89d6-0b2f13a0fdd7
